encoder-verify	PASS	2026-08-09T17:58:27Z
golden	FAIL(rc=1)	2026-08-09T18:00:12Z
speed	FAIL(rc=1)	2026-08-09T18:07:14Z
accuracy-gsm8k-dev	PASS	2026-08-09T18:15:16Z
accuracy-mmlu-pro-dev	PASS	2026-08-09T18:44:17Z
accuracy-humaneval-dev	FAIL(rc=2)	2026-08-09T18:44:17Z
